ID,CPU_Frequency_GHz,CPU_Cores,CPU_Brand,CPU_Generation,RAM_GB,Storage_GB,Storage_Type,GPU_Type,GPU_Model,GPU_Memory_GB,WIFI,WIFI_Standard,Bluetooth,Bluetooth_Version,Computer_Type,Operating_System,USB_3_Ports,USB_C_Ports,USB_2_Ports,Ethernet_Speed,Brand,Model,Purchase_Date,Age_Days,Condition,Price_USD,Power_Consumption_W,Weight_kg,Screen_Size_inch,Case_Type
PC-0603,1.83,4.0,Intel Core i5,9.0,64.0,256.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ax,True,5.0,Desktop,macOS Monterey,0.0,0.0,0.0,1Gbps,Custom Built,MacBook 3131,2023-07-04,955.0,Good,1102.0,105.0,,,Mini Tower
PC-0604,1.46,6.0,AMD Ryzen 5,12.0,16.0,512.0,SSD,Dedicated,AMD Radeon RX 6600,6,False,,False,,Desktop,Windows 10,3.0,0.0,0.0,1Gbps,Dell,Vostro 1982,2023-10-18,849.0,Fair,859.0,243.0,,,Full Tower
PC-0605,1.59,2.0,Intel Core i3,10.0,4.0,256.0,NVMe,Dedicated,NVIDIA GTX 1650,24,True,802.11n,True,5.0,Laptop,Windows 11,3.0,3.0,1.0,1Gbps,Lenovo,Vostro 6400,2025-06-17,241.0,Like New,770.0,215.0,3.0,17.3,
PC-0606,2.99,8.0,AMD Ryzen 5,7.0,32.0,256.0,NVMe,Integrated,AMD Radeon Graphics,4GB,True,802.11ac,True,5.0,Desktop,Windows 10,2.0,3.0,0.0,1Gbps,HP,Inspiron 7730,2024-03-13,702.0,New,1342.0,109.0,,,Mini Tower
PC-0607,1.95,2.0,AMD Ryzen 9,7.0,4.0,2000.0,NVMe,Integrated,AMD Radeon Graphics,Shared,True,802.11ax,True,5.3,Desktop,Windows 10,2.0,2.0,5.0,1Gbps,ASUS,MacBook 7929,2025-03-10,340.0,New,971.0,82.0,,,Mid Tower
PC-0608,2.59,12.0,AMD Ryzen 9,10.0,16.0,512.0,HDD,Dedicated,NVIDIA GTX 1650,8,True,802.11n,False,,Server,Windows 10,5.0,0.0,0.0,2.5Gbps,Samsung,XPS 5712,2023-12-13,793.0,New,1554.0,373.0,,,
PC-0609,3.16,4.0,Intel Core i9,13.0,64.0,4000.0,SSHD,Integrated,Intel UHD,4GB,True,802.11ax,False,,Laptop,Windows 10,7.0,2.0,2.0,1Gbps,MSI,ZBook 6761,2024-01-31,744.0,New,2021.0,142.0,2.2,15.6,
PC-0610,3.93,8.0,AMD Ryzen 3,9.0,8.0,8000.0,SSD,Integrated,Intel Iris Xe,2GB,True,802.11ax,True,5.2,Laptop,Windows 10,6.0,2.0,0.0,2.5Gbps,MSI,Inspiron 9313,2022-01-10,1495.0,New,3127.0,174.0,2.3,24.0,
PC-0611,1.26,16.0,Intel Core i3,12.0,128.0,1000.0,SSD,Dedicated,NVIDIA GTX 1650,24,True,802.11ac,False,,Mini PC,macOS Monterey,5.0,0.0,0.0,100Mbps,Lenovo,EliteBook 3535,2024-11-07,463.0,Fair,1885.0,354.0,,,
PC-0612,4.38,8.0,AMD Ryzen 5,12.0,4.0,256.0,HDD,Integrated,AMD Radeon Graphics,Shared,True,802.11n,True,4.2,Desktop,Windows 10,0.0,2.0,2.0,1Gbps,Dell,Predator 4674,2023-12-05,801.0,Poor,1131.0,95.0,,,Mini Tower
PC-0613,3.67,8.0,AMD Ryzen 9,8.0,16.0,512.0,SSD,Dedicated,AMD Radeon RX 7900,8,False,,False,,Laptop,Ubuntu 22.04,5.0,2.0,1.0,1Gbps,HP,Inspiron 6736,2022-07-25,1299.0,Poor,1188.0,253.0,3.4,15.6,
PC-0614,1.44,4.0,Intel Core i5,6.0,64.0,2000.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Laptop,Windows 10,1.0,3.0,5.0,1Gbps,MSI,Vostro 7022,2026-01-29,15.0,Poor,1333.0,122.0,1.7,15.6,
PC-0615,4.68,4.0,Intel Core i9,7.0,16.0,512.0,HDD,Dedicated,NVIDIA RTX 4080,4,True,802.11ac,True,4.2,Server,Windows Server,7.0,3.0,0.0,1Gbps,Dell,Inspiron 5564,2023-03-16,1065.0,Good,1339.0,333.0,,,
PC-0616,4.88,8.0,AMD Ryzen 9,11.0,8.0,128.0,SSD,Integrated,Intel UHD,4GB,True,802.11ac,True,5.0,Mini PC,Windows Server,0.0,2.0,5.0,1Gbps,HP,EliteBook 8030,2025-07-20,208.0,Good,1433.0,95.0,,,
PC-0617,1.35,64.0,AMD Ryzen 9,8.0,32.0,1000.0,NVMe,Integrated,Intel Iris Xe,2GB,True,802.11ac,True,4.0,Mini PC,Windows 10,7.0,0.0,4.0,10Gbps,Apple,Vostro 1430,2023-02-25,1084.0,New,4372.0,396.0,,,
PC-0618,2.24,8.0,Intel Core i5,9.0,16.0,2000.0,NVMe,Dedicated,NVIDIA GTX 1650,4,True,802.11ax,True,5.1,Server,Ubuntu 22.04,3.0,3.0,5.0,100Mbps,Dell,ZBook 1474,2025-02-13,365.0,New,1677.0,368.0,,,
PC-0619,4.41,8.0,AMD Ryzen 5,10.0,128.0,2000.0,SSD,Dedicated,NVIDIA RTX 3060,6,False,,True,4.2,Desktop,Windows 10,5.0,2.0,1.0,2.5Gbps,HP,ThinkPad 5477,2022-08-29,1264.0,Fair,2139.0,324.0,,,Mini Tower
PC-0620,4.17,10.0,Intel Core i5,11.0,16.0,256.0,NVMe,Integrated,Intel UHD,Shared,True,802.11n,True,5.1,Desktop,Windows Server,5.0,1.0,1.0,1Gbps,Dell,ZBook 6567,2024-06-15,608.0,Fair,1620.0,111.0,,,Mini Tower
PC-0621,1.86,6.0,Intel Core i5,7.0,128.0,1000.0,NVMe,Integrated,Intel Iris Xe,Shared,False,,True,4.0,Laptop,Ubuntu 20.04,6.0,1.0,0.0,1Gbps,Microsoft,MacBook 1100,2025-09-06,160.0,Fair,1925.0,154.0,2.9,16.0,
PC-0622,1.96,2.0,Intel Xeon,10.0,256.0,256.0,NVMe,Dedicated,AMD Radeon RX 6600,6,True,802.11ax,True,5.0,Desktop,Windows 10,5.0,2.0,2.0,1Gbps,HP,ThinkPad 3347,2025-01-12,,Fair,2022.0,341.0,,,Mid Tower
PC-0623,2.62,8.0,AMD Ryzen 9,10.0,32.0,256.0,HDD,Dedicated,NVIDIA RTX 3060,4,True,802.11a/b/g,True,5.1,Workstation,Windows 11,2.0,1.0,1.0,2.5Gbps,Custom Built,ROG 2140,2023-12-12,794.0,Like New,1122.0,259.0,,,Mini Tower
PC-0624,3.09,24.0,AMD Ryzen 7,10.0,256.0,4000.0,SSD,None,,,True,802.11ac,True,5.0,Workstation,Windows 10,3.0,3.0,2.0,1Gbps,Dell,ThinkPad 1502,2024-10-01,500.0,Good,4387.0,338.0,,,Mini Tower
PC-0625,3.63,4.0,Intel Core i3,12.0,32.0,256.0,NVMe,None,,,True,802.11ax,True,5.3,Desktop,Windows 11,5.0,0.0,4.0,2.5Gbps,Custom Built,Inspiron 9691,2025-07-19,209.0,Good,1110.0,89.0,,,Full Tower
PC-0626,2.61,8.0,AMD Ryzen 9,8.0,1024.0,512.0,SSD,Dedicated,NVIDIA RTX 3060,4,True,802.11ac,True,5.3,Server,macOS Monterey,4.0,2.0,2.0,100Mbps,ASUS,EliteBook 7163,2022-12-14,1157.0,Poor,7080.0,857.0,,,
PC-0627,3.0,4.0,Intel Core i9,12.0,8.0,128.0,SSD,Integrated,AMD Radeon Graphics,2GB,False,,True,5.0,Desktop,Windows 11,4.0,3.0,3.0,1Gbps,Samsung,ROG 8432,2022-04-10,1405.0,Poor,836.0,75.0,,,Mid Tower
PC-0628,4.16,8.0,Intel Core i7,11.0,64.0,4000.0,SSD,Integrated,Intel UHD,Shared,True,802.11n,True,4.0,Laptop,Windows 11,7.0,0.0,2.0,1Gbps,Custom Built,MacBook 3578,2024-12-07,433.0,Good,2411.0,162.0,,17.3,
PC-0629,1.25,2.0,AMD Ryzen 3,10.0,32.0,2000.0,SSD,Dedicated,NVIDIA RTX 4080,16,False,,True,5.2,Workstation,Windows 10,3.0,1.0,1.0,1Gbps,ASUS,MacBook 6105,2024-06-14,609.0,New,1158.0,246.0,,,Mini Tower
PC-0630,2.13,6.0,Intel Core i3,11.0,32.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Laptop,Windows 10,5.0,1.0,2.0,1Gbps,Custom Built,MacBook 2391,2025-01-20,389.0,Like New,1110.0,106.0,2.8,14.0,
PC-0631,4.02,10.0,AMD Ryzen 7,10.0,64.0,2000.0,HDD,Integrated,AMD Radeon Graphics,2GB,True,802.11ax,True,5.3,Laptop,Windows 10,6.0,1.0,2.0,1Gbps,ASUS,XPS 3549,2023-05-23,997.0,Like New,1975.0,152.0,2.0,13.3,
PC-0632,4.77,4.0,AMD Ryzen 5,8.0,64.0,256.0,SSD,Integrated,AMD Radeon Graphics,2GB,True,802.11ac,True,5.2,Desktop,Debian,1.0,1.0,3.0,1Gbps,MSI,ThinkPad 1815,2024-07-10,583.0,Fair,1280.0,105.0,,,Mid Tower
PC-0633,3.2,8.0,Intel Core i5,11.0,4.0,512.0,NVMe,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,True,4.2,Laptop,Windows 10,6.0,3.0,3.0,1Gbps,Lenovo,Inspiron 5458,2024-12-08,432.0,New,1224.0,97.0,1.7,15.6,
PC-0634,3.28,10.0,Intel Core i5,10.0,16.0,512.0,NVMe,Integrated,Intel Iris Xe,2GB,False,,True,5.3,Server,Ubuntu 22.04,1.0,3.0,0.0,1Gbps,Custom Built,Predator 7947,2022-07-26,1298.0,Like New,1528.0,213.0,,,
PC-0635,1.54,16.0,Intel Core i5,11.0,64.0,128.0,HDD,Integrated,Intel Iris Xe,4GB,True,802.11ac,True,5.0,Mini PC,Windows 11,0.0,0.0,1.0,1Gbps,Samsung,Predator 8242,2025-02-27,351.0,Like New,1604.0,163.0,,,
PC-0636,2.93,4.0,Intel Core i3,9.0,64.0,512.0,SSHD,Dedicated,NVIDIA GTX 1650,8,True,802.11ax,True,5.2,Laptop,Windows 10,0.0,2.0,0.0,1Gbps,HP,ROG 5475,2025-10-02,134.0,Poor,1412.0,257.0,2.4,14.0,
PC-0637,3.28,6.0,AMD Ryzen 5,13.0,1024.0,4000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.3,Laptop,Ubuntu 22.04,6.0,0.0,3.0,1Gbps,ASUS,EliteBook 9394,2023-02-19,1090.0,Good,6573.0,632.0,1.9,15.6,
PC-0638,2.09,4.0,AMD Ryzen 9,11.0,128.0,128.0,SSD,Integrated,Intel UHD,2GB,True,802.11ac,False,,Workstation,Windows 11,5.0,2.0,2.0,2.5Gbps,Custom Built,Inspiron 6655,2024-05-15,639.0,Good,1537.0,135.0,,,Mini Tower
PC-0639,2.2,64.0,Intel Core i3,7.0,512.0,512.0,NVMe,Integrated,Intel UHD,2GB,True,802.11ax,True,4.2,Mini PC,Windows 11,7.0,1.0,3.0,2.5Gbps,Samsung,ROG 2816,2022-10-03,1229.0,Like New,7538.0,631.0,,,
PC-0640,2.65,16.0,Intel Core i3,10.0,64.0,256.0,NVMe,Dedicated,NVIDIA RTX 4080,8,True,802.11ac,True,5.3,Desktop,Ubuntu 22.04,6.0,1.0,4.0,1Gbps,Microsoft,ZBook 8972,2022-07-02,1322.0,New,1766.0,315.0,,,Mid Tower
PC-0641,1.18,8.0,AMD Ryzen 5,11.0,16.0,256.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ac,False,,Laptop,Windows 11,0.0,1.0,2.0,1Gbps,HP,Vostro 6053,2025-10-19,117.0,Like New,1134.0,101.0,1.6,27.0,
PC-0642,2.42,12.0,AMD Ryzen 7,12.0,8.0,4000.0,SSD,Dedicated,AMD Radeon RX 6600,24,True,802.11n,True,5.0,Server,Windows 11,2.0,1.0,0.0,1Gbps,Lenovo,XPS 4612,2022-08-02,1291.0,Fair,2121.0,404.0,,,
PC-0643,1.97,8.0,Intel Core i7,10.0,128.0,512.0,NVMe,None,,,True,802.11ac,True,5.3,Laptop,Ubuntu 20.04,1.0,3.0,2.0,2.5Gbps,Apple,ROG 1897,2025-09-17,149.0,Fair,1666.0,159.0,3.1,15.6,
PC-0644,2.44,8.0,Intel Core i7,13.0,64.0,512.0,HDD,Integrated,AMD Radeon Graphics,4GB,True,802.11ac,True,5.0,Desktop,macOS Monterey,3.0,0.0,4.0,2.5Gbps,HP,XPS 4349,2022-10-14,1218.0,Good,1638.0,127.0,,,Mid Tower
PC-0645,1.59,2.0,AMD Ryzen 5,9.0,4.0,2000.0,NVMe,Integrated,Intel Iris Xe,4GB,True,802.11a/b/g,True,5.3,Laptop,Windows 10,7.0,2.0,3.0,100Mbps,Lenovo,ZBook 4460,2025-08-18,179.0,Like New,922.0,82.0,2.2,16.0,
PC-0646,4.75,10.0,Intel Core i7,10.0,32.0,256.0,NVMe,Integrated,AMD Radeon Graphics,2GB,True,802.11ac,True,4.0,Desktop,Windows 11,6.0,2.0,1.0,2.5Gbps,ASUS,ThinkPad 5186,2025-09-18,148.0,Fair,1382.0,119.0,,,Mini Tower
PC-0647,3.53,4.0,Intel Core i3,13.0,512.0,512.0,SSD,None,,,True,802.11ax,True,5.2,Laptop,Windows 10,5.0,3.0,5.0,None,HP,ZBook 6375,2024-11-05,465.0,Good,3834.0,331.0,3.1,,
PC-0648,3.88,12.0,AMD Ryzen 7,13.0,32.0,512.0,HDD,Dedicated,NVIDIA GTX 1650,48,True,802.11ac,False,,Laptop,Windows 10,5.0,1.0,1.0,1Gbps,HP,Inspiron 1126,2023-06-13,976.0,New,1789.0,281.0,2.2,17.3,
PC-0649,4.34,10.0,AMD Ryzen 5,11.0,32.0,1000.0,NVMe,Dedicated,NVIDIA RTX 3060,16,True,802.11ac,False,,All-in-One,Ubuntu 20.04,7.0,0.0,1.0,10Gbps,Dell,Predator 8055,2024-07-24,569.0,Like New,1816.0,276.0,,24.0,
PC-0650,3.14,10.0,AMD Ryzen 5,12.0,32.0,8000.0,HDD,Integrated,Intel UHD,Shared,True,802.11ax,False,,Laptop,Fedora,4.0,1.0,3.0,2.5Gbps,MSI,ThinkPad 3116,2023-04-21,1029.0,Good,2674.0,196.0,2.4,16.0,
PC-0651,1.46,2.0,AMD Ryzen 7,7.0,16.0,2000.0,HDD,None,,,True,802.11a/b/g,False,,Desktop,Fedora,1.0,3.0,1.0,2.5Gbps,Lenovo,ROG 9725,2024-09-05,526.0,Good,1240.0,88.0,,,Mini Tower
PC-0652,3.3,4.0,AMD Ryzen 5,12.0,32.0,512.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ac,True,5.1,Desktop,Windows 10,7.0,2.0,4.0,1Gbps,HP,EliteBook 9196,2025-05-09,280.0,Poor,1252.0,91.0,,,Mid Tower
PC-0653,3.51,4.0,Intel Core i5,9.0,32.0,2000.0,SSD,Integrated,Intel UHD,2GB,True,802.11ax,True,5.0,All-in-One,Windows 11,7.0,3.0,3.0,1Gbps,Apple,Vostro 6802,2024-10-02,499.0,Fair,1713.0,106.0,,15.6,
PC-0654,4.16,6.0,Intel Core i7,8.0,8.0,256.0,NVMe,Dedicated,NVIDIA GTX 1650,8,False,,True,4.2,Desktop,Ubuntu 22.04,1.0,2.0,1.0,2.5Gbps,Dell,Inspiron 7505,2023-10-31,836.0,New,1121.0,237.0,,,Full Tower
PC-0655,2.87,2.0,Intel Core i5,8.0,128.0,128.0,SSD,Dedicated,NVIDIA GTX 1650,12,True,802.11ac,True,5.2,Laptop,Windows 10,1.0,0.0,5.0,1Gbps,Custom Built,XPS 8147,2024-12-04,436.0,Good,1538.0,275.0,3.5,14.0,
PC-0656,1.62,24.0,Intel Core i5,10.0,32.0,256.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,False,,Desktop,macOS Ventura,6.0,,0.0,1Gbps,HP,XPS 8532,2023-11-20,816.0,Like New,2192.0,189.0,,,Mini Tower
PC-0657,2.26,8.0,AMD Ryzen 5,9.0,128.0,512.0,NVMe,Integrated,Intel UHD,Shared,True,802.11n,True,4.2,Server,macOS Ventura,0.0,0.0,3.0,1Gbps,Custom Built,Inspiron 6129,2022-09-22,1240.0,Good,1727.0,259.0,,,
PC-0658,2.59,4.0,AMD Ryzen 9,9.0,256.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,False,,Laptop,Windows Server,2.0,1.0,3.0,2.5Gbps,Apple,ROG 7626,2024-03-28,687.0,Good,2687.0,208.0,3.4,15.6,
PC-0659,3.75,6.0,AMD EPYC,8.0,16.0,1000.0,HDD,Integrated,Intel UHD,4GB,True,802.11ac,False,,Laptop,Windows 10,6.0,1.0,2.0,10Gbps,Custom Built,ROG 5743,2023-11-08,828.0,Good,1249.0,98.0,1.7,14.0,
PC-0660,3.44,6.0,AMD Ryzen 5,9.0,64.0,4000.0,NVMe,Integrated,Intel UHD,Shared,True,802.11ax,False,,Laptop,Windows 10,7.0,3.0,1.0,1Gbps,HP,Inspiron 7636,2023-06-20,969.0,Fair,2073.0,152.0,3.2,14.0,
PC-0661,2.56,8.0,Intel Core i5,10.0,32.0,1000.0,SSD,None,,,True,802.11ac,False,,All-in-One,Debian,3.0,0.0,0.0,2.5Gbps,HP,XPS 6321,2022-12-10,1161.0,Good,1571.0,116.0,,16.0,
PC-0662,5.14,8.0,Intel Core i5,10.0,256.0,1000.0,SSD,Dedicated,NVIDIA GTX 1650,8,True,802.11ac,True,5.1,Laptop,macOS Monterey,0.0,1.0,5.0,None,Samsung,ThinkPad 8538,2024-06-11,612.0,Fair,3250.0,378.0,2.0,15.6,
PC-0663,3.58,16.0,AMD Ryzen 7,9.0,16.0,128.0,SSD,Dedicated,NVIDIA GTX 1650,4,True,802.11ax,True,5.0,Workstation,Fedora,6.0,0.0,4.0,1Gbps,HP,MacBook 2443,2024-06-28,595.0,Like New,1576.0,289.0,,,Mini Tower
PC-0664,2.07,6.0,AMD Ryzen 5,11.0,64.0,128.0,NVMe,Dedicated,NVIDIA RTX 3060,8,True,802.11ac,True,5.3,All-in-One,Windows 10,2.0,1.0,3.0,1Gbps,MSI,ROG 2734,2022-07-20,1304.0,Like New,1117.0,263.0,,14.0,
PC-0665,1.52,64.0,AMD Ryzen 5,13.0,64.0,1000.0,NVMe,Dedicated,NVIDIA GTX 1650,12,True,802.11ac,True,4.0,Mini PC,Ubuntu 22.04,7.0,1.0,4.0,None,Lenovo,EliteBook 8138,2025-10-04,132.0,Good,4744.0,562.0,,,
PC-0666,1.73,12.0,AMD Ryzen 7,11.0,16.0,512.0,NVMe,Dedicated,NVIDIA A6000,8,True,802.11ac,True,4.2,Laptop,Ubuntu 20.04,7.0,2.0,4.0,2.5Gbps,MSI,ROG 9584,2025-01-16,,Poor,1521.0,273.0,1.2,27.0,
PC-0667,2.11,4.0,AMD Ryzen 7,9.0,8.0,2000.0,HDD,Dedicated,NVIDIA RTX 4080,48,True,802.11ax,False,,Gaming PC,Windows 10,1.0,3.0,4.0,10Gbps,Custom Built,Inspiron 7484,2024-10-20,481.0,Like New,1265.0,244.0,,,Mid Tower
PC-0668,1.76,24.0,AMD Ryzen 9,11.0,64.0,256.0,NVMe,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,False,,Desktop,Ubuntu 20.04,2.0,2.0,2.0,1Gbps,Microsoft,ZBook 6562,2024-05-26,628.0,New,2254.0,205.0,,,Mid Tower
PC-0669,1.86,4.0,Intel Core i3,8.0,64.0,128.0,SSD,Dedicated,AMD Radeon RX 6600,6,False,,True,4.2,Laptop,Ubuntu 22.04,0.0,0.0,4.0,2.5Gbps,Lenovo,EliteBook 6456,2024-12-21,419.0,Like New,1181.0,253.0,2.4,15.6,
PC-0670,2.27,12.0,AMD Ryzen 7,8.0,16.0,512.0,SSD,Dedicated,NVIDIA RTX 3060,8,True,802.11ac,True,5.0,All-in-One,Windows 10,6.0,1.0,1.0,1Gbps,Lenovo,ThinkPad 2251,2022-10-06,1226.0,Good,1272.0,273.0,,15.6,
PC-0671,1.81,6.0,AMD Ryzen 9,9.0,64.0,256.0,SSD,Dedicated,NVIDIA GTX 1650,8,True,802.11n,True,4.2,Desktop,Windows 11,7.0,3.0,1.0,1Gbps,Microsoft,Vostro 2868,2024-05-02,652.0,Fair,1415.0,265.0,,,Mini Tower
PC-0672,4.78,12.0,Intel Core i7,12.0,32.0,128.0,NVMe,None,,,True,802.11ax,True,5.0,Desktop,Ubuntu 22.04,1.0,1.0,0.0,2.5Gbps,Custom Built,Vostro 9355,2024-04-26,658.0,Good,1613.0,127.0,,,Mid Tower
PC-0673,1.43,12.0,AMD Ryzen 5,8.0,64.0,2000.0,NVMe,Integrated,Intel UHD,Shared,False,,True,5.3,Laptop,Windows 11,6.0,1.0,0.0,1Gbps,Dell,EliteBook 6724,2024-11-08,462.0,Poor,1935.0,162.0,3.4,16.0,
PC-0674,3.25,12.0,Intel Core i7,7.0,16.0,256.0,HDD,Dedicated,NVIDIA RTX 3060,12,True,802.11n,True,5.2,Laptop,Fedora,0.0,2.0,5.0,2.5Gbps,ASUS,MacBook 3419,2022-10-06,1226.0,Fair,1448.0,271.0,3.4,16.0,
PC-0675,2.78,10.0,AMD EPYC,8.0,256.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.1,Laptop,Windows 11,3.0,0.0,4.0,1Gbps,HP,EliteBook 2684,2025-09-14,152.0,Like New,2698.0,238.0,1.3,14.0,
PC-0676,5.13,4.0,Intel Core i3,12.0,16.0,512.0,NVMe,Dedicated,NVIDIA RTX 4080,48,True,802.11ac,True,4.0,Workstation,Windows 11,1.0,3.0,4.0,2.5Gbps,Microsoft,ThinkPad 5193,2025-07-06,222.0,Good,1367.0,233.0,,,Mid Tower
PC-0677,1.56,2.0,AMD Ryzen 5,11.0,32.0,256.0,HDD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.1,All-in-One,Linux Server,2.0,3.0,2.0,1Gbps,Dell,EliteBook 3842,2025-11-26,79.0,Good,961.0,79.0,,17.3,
PC-0678,2.73,6.0,Intel Core i5,9.0,,512.0,SSHD,Integrated,AMD Radeon Graphics,Shared,False,,True,4.2,Workstation,Windows Server,0.0,3.0,4.0,100Mbps,ASUS,ThinkPad 2234,2022-10-08,1224.0,Poor,1131.0,89.0,,,Mini Tower
PC-0679,5.07,4.0,AMD Ryzen 7,10.0,8.0,2000.0,SSD,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,True,5.2,Desktop,Windows 10,7.0,0.0,4.0,1Gbps,Acer,ThinkPad 9095,2025-11-06,99.0,New,1687.0,94.0,,,Mid Tower
PC-0680,4.65,8.0,Intel Core i5,10.0,32.0,512.0,SSD,Dedicated,NVIDIA RTX 3060,8,True,802.11n,True,5.0,Mini PC,macOS Ventura,4.0,3.0,4.0,1Gbps,Microsoft,Predator 8354,2023-08-16,912.0,New,1328.0,261.0,,,
PC-0681,4.45,4.0,Intel Core i5,11.0,16.0,2000.0,HDD,Integrated,Intel UHD,Shared,False,,True,5.0,Desktop,Windows 10,2.0,0.0,3.0,100Mbps,Samsung,MacBook 6179,2025-07-15,213.0,New,,98.0,,,Mini Tower
PC-0682,2.16,32.0,AMD Ryzen 3,8.0,128.0,256.0,HDD,Dedicated,AMD Radeon RX 7900,16,True,802.11ac,False,,Desktop,Windows 10,7.0,3.0,3.0,100Mbps,HP,ThinkPad 8205,2022-12-04,1167.0,Good,2799.0,427.0,,,Full Tower
PC-0683,1.8,8.0,Intel Xeon,12.0,4.0,2000.0,NVMe,Integrated,Intel Iris Xe,2GB,True,802.11ax,True,5.0,Desktop,Windows 11,2.0,1.0,2.0,2.5Gbps,ASUS,Inspiron 8682,2024-03-13,702.0,New,1252.0,112.0,,,Small Form Factor
PC-0684,3.84,12.0,Intel Core i5,9.0,32.0,256.0,HDD,Dedicated,NVIDIA RTX 3060,12,True,802.11ax,True,5.3,Laptop,Windows 11,1.0,0.0,2.0,2.5Gbps,Microsoft,Predator 5961,2022-04-02,1413.0,Good,1429.0,279.0,2.9,13.3,
PC-0685,4.91,4.0,Intel Core i5,11.0,16.0,1000.0,NVMe,Dedicated,NVIDIA RTX 3060,16,True,802.11n,True,4.2,Desktop,Debian,6.0,2.0,1.0,10Gbps,MSI,ZBook 1920,2022-04-17,1398.0,Fair,1442.0,238.0,,,Mid Tower
PC-0686,3.38,12.0,AMD Ryzen 7,6.0,4.0,1000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ax,True,5.1,Desktop,macOS Monterey,5.0,3.0,2.0,2.5Gbps,Acer,MacBook 9312,2023-03-05,1076.0,Like New,1791.0,122.0,,,Mid Tower
PC-0687,3.44,16.0,AMD Ryzen 3,9.0,8.0,4000.0,HDD,Integrated,AMD Radeon Graphics,Shared,True,802.11ac,False,,Laptop,Linux Server,2.0,,5.0,2.5Gbps,MSI,Inspiron 6085,2023-06-22,967.0,Good,2534.0,174.0,3.0,15.6,
PC-0688,2.25,6.0,Intel Xeon,,32.0,512.0,HDD,Dedicated,NVIDIA GTX 1650,12,True,802.11ax,True,4.2,Desktop,macOS Monterey,0.0,0.0,1.0,100Mbps,Lenovo,Predator 8404,2025-10-01,135.0,Poor,1098.0,251.0,,,Full Tower
PC-0689,4.25,8.0,Intel Core i5,10.0,32.0,128.0,SSD,Dedicated,NVIDIA RTX 3060,12,True,802.11ac,True,5.2,Laptop,Windows 11,4.0,1.0,4.0,2.5Gbps,MSI,XPS 1932,2024-12-29,411.0,Good,1293.0,257.0,1.9,14.0,
PC-0690,1.87,10.0,AMD Ryzen 5,7.0,32.0,128.0,SSHD,Dedicated,NVIDIA A6000,8,False,,True,5.3,Server,macOS Monterey,3.0,2.0,2.0,2.5Gbps,HP,MacBook 5703,2022-01-11,1494.0,Like New,1256.0,367.0,,,
PC-0691,2.43,4.0,Intel Core i5,12.0,32.0,2000.0,SSD,Integrated,Intel UHD,Shared,True,802.11ac,True,5.0,Server,Linux Server,4.0,2.0,5.0,100Mbps,Apple,Inspiron 2479,2023-01-04,1136.0,Like New,1230.0,206.0,,,
PC-0692,2.84,8.0,Intel Core i5,8.0,32.0,1000.0,SSD,Integrated,Intel UHD,Shared,False,,True,5.0,Desktop,macOS Monterey,0.0,1.0,2.0,1Gbps,Custom Built,Vostro 7299,2023-12-21,785.0,Good,1386.0,116.0,,,Mid Tower
PC-0693,3.18,6.0,AMD Ryzen 5,11.0,4.0,2000.0,SSD,None,,,True,802.11ax,True,5.3,Desktop,macOS Ventura,1.0,1.0,2.0,1Gbps,Dell,Predator 1672,2023-03-13,1068.0,New,1510.0,102.0,,,Full Tower
PC-0694,2.09,4.0,AMD Ryzen 5,12.0,32.0,256.0,SSD,Integrated,AMD Radeon Graphics,Shared,True,802.11ax,True,5.1,Gaming PC,Windows Server,0.0,0.0,1.0,10Gbps,Lenovo,Predator 4084,2022-03-25,1421.0,Good,1137.0,89.0,,,Mid Tower
PC-0695,1.57,6.0,AMD Ryzen 7,10.0,1024.0,512.0,SSD,Integrated,Intel UHD,Shared,False,,True,5.0,Desktop,Windows 10,5.0,3.0,1.0,1Gbps,HP,MacBook 8792,2025-05-28,261.0,Poor,6160.0,597.0,,,Mid Tower
PC-0696,3.6,2.0,Intel Core i7,11.0,32.0,128.0,NVMe,Integrated,Intel Iris Xe,2GB,True,802.11ac,True,5.1,All-in-One,macOS Monterey,5.0,2.0,0.0,10Gbps,HP,Vostro 3471,2024-02-01,743.0,Good,941.0,77.0,,16.0,
PC-0697,2.28,2.0,Intel Core i9,11.0,64.0,8000.0,SSD,Dedicated,AMD Radeon RX 6600,8,True,802.11ac,True,5.1,Desktop,Fedora,5.0,2.0,1.0,100Mbps,Samsung,XPS 8381,2024-08-17,545.0,Like New,2958.0,322.0,,,Mini Tower
