name,platform,release_date,summary,meta_score,user_review,release_year,user_review_count
Rocketbirds 2: Evolution, PlayStation 4,2016-04-26,"iL Putzki, that dastardly Penguin despot, is still alive - and the evil totalitarian Penguin regime seems stronger than ever! What's up with that? Uncover the sinister plot as Hardboiled Chicken, the Original Coq of War, and put an end to it, once and for all - in the full, single player story campaign. After the fall of Albatropolis, General Puff and the Budgie Commandos have set up residence in the old hotel and are getting themselves organized. Assemble a strike force of great magnitude and go on rescue missions behind enemy lines in the game's 1 - 4 player Rescue Mode. Leave no bird behind.",67,61.0,2016,2810
Neptunia ReVerse, PlayStation 5,2021-06-08,"Neptunia ReVerse is an updated and enhanced version of the beloved RPG game Hyperdimension Neptunia Re;Birth 1 , originally released for the PlayStation Vita. Fans of the Neptunia series and newcomers can enjoy the lush worlds of Gamindustri with the help of the PS5 and new gameplay additions, including a fishing mini-game. Gamindustri is a distant world comprised of four nations, each under the divine protection of a Goddess. The nations are Planeptune: Land of Purple Progress, ruled by Neptune, Lastation: Land of Black Regality, ruled by Noire, Lowee: Land of White Serenity, ruled by Blanc, and Leanbox: Land of Green Pastures, ruled by Vert. Locked in the Console War, the four Goddesses vie for domination of the planet until Neptune is cast down and stripped of her power. Now Neptune must fight to restore her place, but could a being known as Arfoire threaten the very world the Goddesses have sworn to protect?",67,,2021,3429
Agatha Christie: The ABC Murders, PlayStation 4,2016-02-23,"The ABC Murders is an adventure and investigation game adapted from the classic Agatha Christie novel. Assume the role of the famous private detective Hercule Poirot and, once again, you find yourself up against a mysterious serial killer who goes by the name of ""ABC"".",67,61.0,2016,72
Roogoo: Twisted Towers, Wii,2009-06-30,"Players help the Roogoo by guiding colorful meteors through rotating platforms in an effort to stop the evil Meemoos from draining their planets energy. Utilizing unique, motion-sensitive Wii controls, players rotate platforms, capture pieces and stop the evil Meemoos in entirely new ways. Interactive backgrounds and new gameplay twists builds upon the addicting action found in the original. Up to four players can play in new modes that feature adversarial, cooperative and party play. [SouthPeak Games]",67,,2009,3303
Major League Baseball 2K8, PlayStation 3,2008-03-03,"Although he is best known for his speed and base-stealing ability, the Mets' Jose Reyes is also one of the most well-rounded players in the game and is the first player in baseball history to have more than 63 steals, 120 runs, 192 hits, and 19 homers in a single season. Reyes led the Major League in 2006 with 17 triples and 64 stolen bases and set a new Mets club record with 104 hits at Shea Stadium. Also an avid video gamer and long time fan of 2K Sports’ products, All-Star Shortstop Jose Reyes is a natural fit as the official spokesperson for this year's edition of the critically acclaimed Major League Baseball 2K series. [2K Sports]",67,56.0,2008,419
Midway Arcade Treasures 3, PlayStation 2,2005-09-27,"Midway Arcade Treasures 3 features eight classic arcade racing games including: Badlands, Hydro Thunder, Off Road Thunder: Mud, Sweat 'N Gears, Race Drivin', San Francisco Rush The Rock: Alcatraz Edition, San Francisco Rush 2049, S.T.U.N. Runner and Super Off Road & Bonus Tracks Pack. [Midway]",67,,2005,4345
Turok, PlayStation 3,2008-02-05,"Turok is an epic, story-driven FPS game set on a dark, mysterious planet in the near future. Players take on the role of Joseph Turok, a former Black Ops commando, now part of an elite Special Forces squad on a mission to take down a war criminal on a genetically-altered planet. After the ship is shot down while approaching the planet, Joseph Turok must use his instincts and elite military training to elude an army of well-trained soldiers, and the ravenous, unpredictable creatures that populate the dangerous environment. Joseph Turok’s mission? Survive at all costs. [Touchstone]",67,60.0,2008,3657
Giga Wrecker Alt., Switch,2019-04-12,"In the near future, where Earth has been ravaged by robot invaders, the fate of the planet rests of the shoulders of a young girl who becomes more than human. Saved from death and cursed with cybernetic powers beyond comprehension, it's up to Reika Rekkeiji to save humanity from the evil Ajeet in this exciting new game from legendary developer Game Freak. GIGA WRECKER ALT. combines frantic platforming, intense combat and physics-based puzzle challenges into one exciting adventure. By destroying robotic enemies and the world around her, Reika can form the resulting debris into all manner of weapons and tools. Use these to overcome obstacles and solve puzzles, navigate through platform-laiden levels, then take the fight to the robot invaders and save mankind from extinction before it's too late.",67,48.0,2019,1240
Prince of Persia: Epilogue, Xbox 360,2009-03-05,"[Xbox Live Downloadable Content] As the Prince and Elika, chased by unleashed Evil forces, enter the Underground Palace area and play a brand new region in the fantastic universe of Prince of Persia. With an all new powers, fighting skills, and bosses you’re sure to enjoy hours of additional gameplay and continue the epic saga right from where you left off at the original Prince of Persia. New Region: The Underground Palace - A corrupted underground palace from which the Prince and Elika need to escape in a new epic journey. New Power: Energize - Reconstruct destroyed areas of the environment to create a path and rush through it before it vanishes. New High Pace: The new trap challenge - The Prince and Elika will face more cunning foes, more clever traps and level design, adding more to the difficulty level in over three hours of gameplay. New Attack: Sprinting Clash - A duel move that lets you or the enemy trigger a sprint attack, charging towards each other, clashing your weapons fiercely. New Unlockable Skins: From the early development of the game, the Prototype characters of the Prince and Elika. [Ubisoft]",67,64.0,2009,77
Runaway: The Dream of the Turtle, PC,2007-03-14,"The adventure is made up of 6 main chapters. Players can explore more than 100 different places in all four corners of the globe: Alaska, Hawaii, underwater or in the sky, in the heart of the jungle or on board a huge yacht. There are tons of different colourful places, marvellous backdrops for an unforgettable adventure. Pendulo Studio has concocted a large number of tasty puzzles and scintillating enigmas of advancing difficulty levels for players to solve. But Pendulo Studio has also taken care that nobody will get stuck for too long in certain game passages; difficulty levels in comparison with the first episode remain the same. All players have to do is open their eyes and ears for clues that emerge throughout and deploy the basic level of nous required for all adventure games. [Pendulo Studios]",67,78.0,2007,1173
